emp_no,first_name,last_name,dept_name,to_date
441873,Georg,Perri,Sales,9999-01-01
441880,Xiping,Mikschl,Development,9999-01-01
441904,Rosalyn,Sambasivam,Sales,1999-10-21
441904,Rosalyn,Sambasivam,Customer Service,9999-01-01
441911,Susuma,Zweizig,Marketing,9999-01-01
441918,Bluma,Rettelbach,Finance,9999-01-01
441921,Jeanne,Hatcliff,Production,9999-01-01
441925,Kinh,Kusakabe,Production,9999-01-01
441927,Diederik,Oxman,Production,9999-01-01
441932,Shir,Tyugu,Development,9999-01-01
441939,Jayson,Hennings,Development,9999-01-01
441955,Sudhanshu,Sommer,Sales,9999-01-01
441970,Duangkaew,Puppe,Production,9999-01-01
441973,Hatsukazu,Egerstedt,Production,9999-01-01
441985,Xumin,Velardi,Production,9999-01-01
442014,Radhakrishnan,Gajiwala,Development,9999-01-01
442016,Yuping,Breugel,Finance,9999-01-01
442048,Shigeu,Stassinopoulos,Production,9999-01-01
442054,Sachar,Vendrig,Development,1998-10-30
442054,Sachar,Vendrig,Research,9999-01-01
442083,Shridhar,Perly,Production,2000-06-21
442083,Shridhar,Perly,Quality Management,9999-01-01
442085,Jeong,Peha,Sales,9999-01-01
442093,Arvind,Weisert,Development,9999-01-01
442114,Ibibia,Mandell,Marketing,9999-01-01
442131,Mark,Dredge,Customer Service,9999-01-01
442133,Bernd,Angel,Sales,9999-01-01
442141,Eben,Serot,Research,9999-01-01
442149,Utpal,Bodoff,Sales,9999-01-01
442167,Mohamadou,Vigier,Development,9999-01-01
442188,Lucian,Rahier,Sales,9999-01-01
442196,Muzhong,Hegner,Development,9999-01-01
442213,Masali,Hoogerwoord,Research,9999-01-01
442230,Anestis,Edelhoff,Production,9999-01-01
442230,Anestis,Edelhoff,Development,1996-05-08
442233,Lene,Azuma,Research,9999-01-01
442243,Yishai,Syrzycki,Quality Management,9999-01-01
442246,Richara,Linares,Development,9999-01-01
442260,Kayoko,Tokunaga,Development,9999-01-01
442265,Christophe,Navazio,Research,9999-01-01
442271,Chinho,Speer,Customer Service,9999-01-01
442275,Eric,Kropf,Development,9999-01-01
442314,Miquel,Schwartzburd,Production,2002-03-30
442314,Miquel,Schwartzburd,Quality Management,9999-01-01
442317,Jiong,Junet,Development,9999-01-01
442321,Toshimo,Hertweck,Finance,9999-01-01
442330,Quingbo,Veeraraghavan,Sales,9999-01-01
442350,Kagan,Kriebel,Customer Service,9999-01-01
442364,Barton,Oxman,Development,9999-01-01
442372,Conal,Sundgren,Quality Management,9999-01-01
442405,Evgueni,Zielinski,Development,9999-01-01
442429,Souichi,Hanabata,Development,9999-01-01
442430,Tse,Baak,Development,9999-01-01
442433,Jingling,Roohalamini,Customer Service,9999-01-01
442450,Shaleah,Bugaenko,Marketing,9999-01-01
442455,Youngkon,Gihr,Production,9999-01-01
442457,Zhigen,Jahnichen,Development,9999-01-01
442460,Leon,Ranon,Development,9999-01-01
442464,Toshiko,Naudin,Production,9999-01-01
442487,Miomir,Speer,Production,9999-01-01
442487,Miomir,Speer,Customer Service,1993-06-16
442515,Abdelwaheb,Langford,Production,9999-01-01
442539,Toshimori,Suri,Development,9999-01-01
442539,Toshimori,Suri,Research,2000-02-22
442542,Mang,Thiran,Marketing,9999-01-01
442550,Adib,Vadhan,Development,9999-01-01
442562,Masasuke,Backhouse,Production,9999-01-01
442572,Lorien,Hellwagner,Development,9999-01-01
442576,Shietung,Ramsey,Development,9999-01-01
442593,Geoffrey,Hockney,Quality Management,9999-01-01
442599,Nathan,Thombley,Quality Management,9999-01-01
442608,Nigel,Melichar,Development,9999-01-01
442613,Tsz,Knightly,Production,9999-01-01
442618,Jaewon,Piancastelli,Production,9999-01-01
442631,Ishfaq,Herbst,Research,9999-01-01
442649,Utz,Vendrig,Sales,9999-01-01
442668,Khue,Sanella,Research,9999-01-01
442679,Patricio,Foote,Development,9999-01-01
442689,Sverrir,Zucker,Research,9999-01-01
442699,Samphel,Baer,Development,9999-01-01
442709,Akemi,Renear,Human Resources,9999-01-01
442720,Sivanarayana,Kieras,Customer Service,9999-01-01
442731,Martine,Breugel,Customer Service,9999-01-01
442752,Vugranam,Luft,Sales,9999-01-01
442757,Noritoshi,Cannard,Production,9999-01-01
442763,Weidon,Barriga,Human Resources,9999-01-01
442765,Mark,Yeung,Customer Service,9999-01-01
442767,Matt,Ouhyoung,Human Resources,9999-01-01
442786,Jianhao,Lagarias,Research,9999-01-01
442802,Angus,Bazelow,Sales,9999-01-01
442812,Hugo,Rodiger,Sales,9999-01-01
442830,Ramachenga,Ranka,Production,9999-01-01
442834,Inderjeet,Falco,Research,9999-01-01
442838,Subhash,Millington,Quality Management,9999-01-01
442841,Mahendra,Guting,Development,9999-01-01
442846,Vishv,Matteis,Finance,9999-01-01
442850,Constantijn,Vitiello,Production,9999-01-01
442862,Munehiro,Dayang,Sales,9999-01-01
442867,King,Vrecion,Sales,9999-01-01
442878,Masaki,Takanami,Production,9999-01-01
442882,Sven,Weiland,Quality Management,9999-01-01
442883,Yinlin,Vendrig,Sales,9999-01-01
442907,Nitsan,Percebois,Development,9999-01-01
442909,Augustine,Schwabacher,Development,9999-01-01
442910,Hatim,Ellozy,Sales,9999-01-01
442929,Saniya,Klerer,Development,9999-01-01
442938,Xiaoqiu,Cusworth,Human Resources,9999-01-01
442947,Houman,Brattka,Human Resources,9999-01-01
442960,Marsha,Huttel,Production,9999-01-01
442966,Shaw,Ulupinar,Development,9999-01-01
442976,Mostafa,Zultner,Development,9999-01-01
442977,Marlo,Armand,Sales,9999-01-01
442986,Nalini,Zeleznik,Development,9999-01-01
442987,Sukumar,Sherertz,Production,9999-01-01
443023,Edwin,Range,Finance,9999-01-01
443078,Ortrud,Hennebert,Sales,9999-01-01
443093,Theirry,Beutelspacher,Research,9999-01-01
443097,Sudhanshu,Strandh,Sales,9999-01-01
443118,Saeed,Angel,Customer Service,9999-01-01
443121,Valdiodio,Goldhammer,Production,9999-01-01
443140,Feixiong,Pramanik,Sales,9999-01-01
443156,Hinrich,Wixon,Marketing,9999-01-01
443160,Paloma,Vuskovic,Development,9999-01-01
443182,Heather,Luca,Development,9999-01-01
443184,Fai,Rusterholz,Development,9999-01-01
443195,Manton,Bratten,Production,9999-01-01
443204,Lalit,Schapiro,Development,9999-01-01
443206,Marco,Oppitz,Marketing,9999-01-01
443208,Nakhoon,Nilsson,Development,9999-01-01
443215,Masato,Giarratana,Production,9999-01-01
443218,Xiahua,Noriega,Production,2002-02-02
443218,Xiahua,Noriega,Quality Management,9999-01-01
443228,Mohammad,Gecseg,Sales,9999-01-01
443233,Nahla,Heuter,Human Resources,9999-01-01
443240,Billie,Gimbel,Development,9999-01-01
443270,Vasiliy,Chvatal,Sales,9999-01-01
443283,Aluzio,Mamelak,Human Resources,9999-01-01
443297,Krister,Egerstedt,Development,1998-10-21
443297,Krister,Egerstedt,Research,9999-01-01
443303,Nadjib,Fadgyas,Sales,9999-01-01
443306,Mechthild,Sifakis,Development,9999-01-01
443307,Alagu,Bennis,Production,1996-08-04
443307,Alagu,Bennis,Quality Management,9999-01-01
443320,Kenton,Bugrara,Finance,9999-01-01
443325,Rasiah,Stanger,Marketing,9999-01-01
443332,Leandro,Birsak,Development,9999-01-01
443349,Pantung,Lorch,Finance,9999-01-01
443390,Arfst,Marwedel,Marketing,9999-01-01
443404,Xiaoheng,Feldhoffer,Sales,9999-01-01
443409,Elliott,Krybus,Development,9999-01-01
443411,Behnaam,Bahi,Sales,9999-01-01
443415,Murthy,Oxman,Customer Service,9999-01-01
443419,Kazuyasu,Ernst,Production,9999-01-01
443449,Vasiliy,Hasenauer,Production,9999-01-01
443450,Shawna,Denti,Sales,9999-01-01
443457,Kazuhisa,Demke,Sales,9999-01-01
443470,Valeri,Murtha,Research,9999-01-01
443510,Martial,Poupard,Development,1987-08-15
443510,Martial,Poupard,Research,9999-01-01
443554,Yolla,Klyachko,Development,9999-01-01
443557,Ute,Androutsos,Sales,9999-01-01
443562,Zorica,Panwar,Production,9999-01-01
443571,Siddarth,Garrabrants,Sales,9999-01-01
443573,Sanjiv,Rosiles,Production,9999-01-01
443591,Haldun,Lamparter,Quality Management,9999-01-01
443592,Dante,Wursthorn,Development,9999-01-01
443617,Hercules,Molberg,Marketing,9999-01-01
443634,Conor,Cusworth,Development,9999-01-01
443637,Mohua,Guenter,Sales,9999-01-01
443640,Martine,Rosaz,Development,9999-01-01
443647,Serif,Feldmann,Production,9999-01-01
443666,Bluma,Cherinka,Development,1991-01-07
443666,Bluma,Cherinka,Research,9999-01-01
443676,Masasuke,Gide,Sales,9999-01-01
443677,True,Parfitt,Human Resources,9999-01-01
443686,Tokuyasu,Polajnar,Production,9999-01-01
443696,Henk,Douceur,Sales,9999-01-01
443710,Margo,Stille,Production,9999-01-01
443713,Susumu,Besancenot,Production,9999-01-01
443713,Susumu,Besancenot,Development,1994-09-15
443715,Arif,Schonegge,Production,9999-01-01
443717,Hugh,Erdi,Production,9999-01-01
443733,Volkmar,Welham,Sales,9999-01-01
443735,Boriana,Guenter,Development,1999-05-29
443735,Boriana,Guenter,Research,9999-01-01
443737,Kazuhisa,Zolotykh,Development,9999-01-01
443738,Genki,Decleir,Production,9999-01-01
443747,Sorina,Genther,Marketing,9999-01-01
443752,Chinhyun,Rosiles,Development,9999-01-01
443759,Branimir,Comte,Sales,9999-01-01
443762,Masamitsu,Suomi,Human Resources,9999-01-01
443766,Van,Peot,Development,9999-01-01
443797,Nirmal,Armand,Development,2000-10-04
443797,Nirmal,Armand,Research,9999-01-01
443801,Yefim,Gopalakrishnan,Sales,9999-01-01
443823,Chaitali,Axelband,Human Resources,9999-01-01
443829,Taiji,Baez,Development,9999-01-01
443836,Teruyuki,Swiss,Production,9999-01-01
443838,Rimon,McClure,Sales,9999-01-01
443840,Oguz,Fairtlough,Sales,9999-01-01
443846,Uwe,Junet,Production,9999-01-01
443847,Leucio,Ligten,Development,9999-01-01
443878,Oksana,Sifakis,Marketing,9999-01-01
443909,Fumiya,Detkin,Marketing,9999-01-01
443917,Amstein,Lores,Sales,9999-01-01
443924,Tooru,Luca,Production,9999-01-01
443924,Tooru,Luca,Development,1991-02-20
443925,Franziska,Jenevein,Production,9999-01-01
443927,Geoffrey,Codenie,Research,9999-01-01
443928,Navid,Zschoche,Quality Management,9999-01-01
443930,Pramod,Schaft,Quality Management,9999-01-01
443942,Kwan,Heystek,Sales,9999-01-01
443945,Shimshon,Meriste,Finance,2001-06-12
443945,Shimshon,Meriste,Human Resources,9999-01-01
443967,Valery,Nourani,Human Resources,9999-01-01
443971,Dannz,Schreiter,Quality Management,9999-01-01
443979,Wayne,Oaver,Production,9999-01-01
443980,Sibyl,Geffroy,Research,9999-01-01
443986,Munenori,Tischendorf,Marketing,9999-01-01
443996,JiYoung,Suomi,Marketing,9999-01-01
444004,Adit,Baig,Production,9999-01-01
444034,Jackson,Bernardeschi,Sales,9999-01-01
444039,Kasidit,Redmiles,Quality Management,9999-01-01
444052,Shuky,Brobst,Customer Service,9999-01-01
444054,Prodip,Godskesen,Marketing,9999-01-01
444060,Niteen,Deyuan,Customer Service,9999-01-01
444061,Gal,Merks,Sales,1995-07-01
444061,Gal,Merks,Customer Service,9999-01-01
444094,Radhakrishnan,Alvarado,Human Resources,9999-01-01
444108,Ung,McClure,Sales,9999-01-01
444121,Takahito,Harllee,Customer Service,9999-01-01
444136,Qunsheng,Straney,Production,9999-01-01
444141,Kokou,Coombs,Production,9999-01-01
444148,Jamaludin,Wendorf,Production,9999-01-01
444151,Nahum,Avouris,Marketing,9999-01-01
444152,Nahum,Nastansky,Production,9999-01-01
444163,Uriel,Gente,Sales,9999-01-01
444167,Tremaine,Malabarba,Production,9999-01-01
444173,Steve,Matteis,Development,9999-01-01
444173,Steve,Matteis,Customer Service,1997-08-02
444183,Divier,Provine,Marketing,9999-01-01
444188,Ramachenga,McClure,Development,9999-01-01
444201,Yuichiro,Constantine,Production,9999-01-01
444201,Yuichiro,Constantine,Development,1990-12-31
444203,Parke,Stassinopoulos,Production,9999-01-01
444209,Bluma,Shumilov,Production,9999-01-01
444212,Van,Porotnikoff,Finance,9999-01-01
444223,Krisda,Ramsay,Sales,9999-01-01
444274,Bokyung,Uludag,Sales,9999-01-01
444283,Boriana,Luke,Production,9999-01-01
444283,Boriana,Luke,Customer Service,1992-12-22
444286,Kien,Lamba,Marketing,9999-01-01
444299,Moie,Cyre,Research,9999-01-01
444312,Baocai,Polajnar,Production,9999-01-01
444312,Baocai,Polajnar,Quality Management,1987-11-25
444353,Mansur,Zeilberger,Production,9999-01-01
444370,Masanao,Genin,Marketing,9999-01-01
444370,Masanao,Genin,Human Resources,1998-10-27
444373,Sastry,Hitomi,Human Resources,9999-01-01
444374,Shigehito,Swen,Finance,9999-01-01
444379,Atreye,Ranka,Development,9999-01-01
444380,Gor,Conta,Development,1999-12-08
444380,Gor,Conta,Research,9999-01-01
444388,Gudjon,Flexer,Quality Management,9999-01-01
444396,Make,Highland,Production,9999-01-01
444420,Gita,Ramsay,Development,9999-01-01
444421,Chaoyi,Tsunoo,Customer Service,9999-01-01
444435,Yahiko,Narwekar,Production,9999-01-01
444447,Chuanti,Leuchs,Sales,1987-11-20
444447,Chuanti,Leuchs,Customer Service,9999-01-01
444450,Mohua,Terwilliger,Development,9999-01-01
444483,Naraig,Rahimi,Quality Management,9999-01-01
444494,Hugo,Merle,Sales,1998-03-30
444494,Hugo,Merle,Customer Service,9999-01-01
444496,Yuriy,Jording,Production,9999-01-01
444501,Mostafa,Bernick,Development,9999-01-01
444503,Koichi,Garnham,Development,9999-01-01
444505,Hyuckchul,Auyong,Development,9999-01-01
444508,Kaijung,Bahl,Sales,9999-01-01
444521,Lijie,Vecchi,Development,9999-01-01
444551,Ipke,Gien,Sales,9999-01-01
444553,Nikolaus,Gluchowski,Sales,1998-05-09
444553,Nikolaus,Gluchowski,Customer Service,9999-01-01
444558,Ebru,Maliniak,Development,9999-01-01
444560,Jeane,Kilgour,Development,9999-01-01
444568,Valter,Kroll,Customer Service,9999-01-01
444575,Masaru,Thummel,Research,9999-01-01
444590,Bouchung,Ranft,Quality Management,9999-01-01
444595,Masako,Papadias,Production,9999-01-01
444605,Iara,Skafidas,Sales,9999-01-01
444621,Persi,Hardjono,Marketing,9999-01-01
444621,Persi,Hardjono,Sales,1988-10-19
444626,Ingemar,Heiserman,Customer Service,9999-01-01
444641,Unal,Zallocco,Development,9999-01-01
444650,Cristinel,Ghelli,Development,9999-01-01
444659,Adit,Orsini,Customer Service,9999-01-01
444662,Huan,Olivero,Production,9999-01-01
444664,Odysseas,Horswill,Customer Service,9999-01-01
444673,Taisook,Kruskal,Finance,9999-01-01
444687,Mokhtar,Braccini,Development,9999-01-01
444691,Arunachalam,Boreale,Finance,9999-01-01
444694,Perry,Peac,Human Resources,9999-01-01
444697,Fuqing,Emden,Production,9999-01-01
444707,Brewster,Huhdanpaa,Marketing,9999-01-01
444720,Junichi,Rosin,Human Resources,9999-01-01
444722,Ibibia,Hiraishi,Development,9999-01-01
444734,Shietung,Ertl,Production,9999-01-01
444735,Phule,Hashii,Human Resources,9999-01-01
444736,Rosli,McClure,Development,9999-01-01
444738,Takahira,Gargeya,Sales,9999-01-01
444742,Moriyoshi,Fadgyas,Research,9999-01-01
444758,Waiman,Hashii,Development,9999-01-01
444760,Kazuhiko,Brodie,Finance,9999-01-01
444771,Manton,Preusig,Production,1998-06-03
444771,Manton,Preusig,Quality Management,9999-01-01
444774,Remko,Benveniste,Research,9999-01-01
444781,Kasturi,Castellani,Production,9999-01-01
444814,Perry,Detkin,Production,9999-01-01
444829,Shuji,Redmiles,Sales,9999-01-01
444830,Rasikan,Koprowski,Sales,9999-01-01
444832,Herbert,Conia,Production,1998-11-13
444832,Herbert,Conia,Customer Service,9999-01-01
444835,Mayumi,Seiwald,Production,9999-01-01
444837,Hinrich,Ranka,Development,9999-01-01
444853,Mahmut,Schoegge,Finance,9999-01-01
444858,Rosli,Fandrianto,Sales,9999-01-01
444867,Valter,Marshall,Finance,9999-01-01
444871,Shao,Suppi,Research,9999-01-01
444882,Masoud,Cronau,Development,9999-01-01
444892,Eishiro,Stafford,Development,9999-01-01
444907,Sigeru,Manders,Development,9999-01-01
444922,Jordanka,Naudin,Sales,9999-01-01
444934,Oddvar,Attimonelli,Sales,9999-01-01
444946,Toshimori,Erva,Production,9999-01-01
444957,Anneke,Demeyer,Development,9999-01-01
444978,Subbu,Poupard,Research,9999-01-01
444979,Takahira,Iisaku,Development,9999-01-01
444986,Masaki,Eldridge,Sales,9999-01-01
445010,Yuqun,Brobst,Production,1998-08-28
445010,Yuqun,Brobst,Quality Management,9999-01-01
445013,Douadi,Rodier,Production,9999-01-01
445020,Renny,Ligten,Sales,9999-01-01
445023,Tadahiro,Dredge,Sales,9999-01-01
445026,Kitty,Kohling,Development,9999-01-01
445035,Ugo,Brodal,Development,9999-01-01
445039,Manu,Stemann,Human Resources,9999-01-01
445046,Hercules,Kusakari,Development,1993-11-14
445046,Hercules,Kusakari,Research,9999-01-01
445050,Yongmin,Condotta,Customer Service,9999-01-01
445065,Sandeepan,Heinisuo,Development,9999-01-01
445076,Limsoon,Holburn,Human Resources,9999-01-01
445077,Parke,Marquardt,Sales,9999-01-01
445080,Toshimi,Takanami,Production,1998-05-16
445080,Toshimi,Takanami,Customer Service,9999-01-01
445082,Gro,Iacovou,Sales,9999-01-01
445085,Chenxi,Chorvat,Marketing,9999-01-01
445093,Masaru,Oskamp,Human Resources,9999-01-01
445102,Niteen,Baak,Production,9999-01-01
445110,Heeju,Beerel,Production,9999-01-01
445122,Brendon,Farrow,Human Resources,9999-01-01
445124,Mariusz,Comyn,Production,9999-01-01
445126,Sedat,Sadowski,Production,9999-01-01
445132,Yinlin,Bisiani,Production,9999-01-01
445137,Uinam,Burnard,Development,9999-01-01
445138,Janalee,Muhling,Development,9999-01-01
445139,Yahiko,Oskamp,Marketing,9999-01-01
445160,Rimli,Eiron,Development,9999-01-01
445163,Saeed,Karunanithi,Production,9999-01-01
445163,Saeed,Karunanithi,Customer Service,1995-10-11
445176,Berni,Leuchs,Production,9999-01-01
445181,Steve,Ranft,Production,9999-01-01
445181,Steve,Ranft,Development,2001-08-01
445182,Subhankar,Kitai,Sales,9999-01-01
445190,Nimmagadda,Millington,Customer Service,9999-01-01
445202,Gudjon,Sanella,Production,9999-01-01
445210,Qingxiang,Biron,Development,9999-01-01
445218,Gino,Decaestecker,Sales,9999-01-01
445220,Florina,Luft,Sales,9999-01-01
445223,Sachin,Ruemmler,Sales,9999-01-01
445228,Yucel,Pietracaprina,Human Resources,9999-01-01
445239,Ebru,Schapiro,Quality Management,9999-01-01
445240,Cordelia,Garnier,Development,9999-01-01
445242,Goh,Conia,Sales,1995-03-30
445242,Goh,Conia,Customer Service,9999-01-01
445248,Leandro,Bellone,Development,9999-01-01
445249,Nobuyoshi,Gargeya,Sales,9999-01-01
445250,Alenka,Zaiane,Production,1998-03-05
445250,Alenka,Zaiane,Quality Management,9999-01-01
445251,Ingemar,Terekhov,Production,9999-01-01
445264,Yannik,Masamoto,Development,9999-01-01
445267,Dmitri,Koblitz,Quality Management,9999-01-01
445274,Gou,Leonhardt,Finance,9999-01-01
445283,Dmitry,Attimonelli,Production,9999-01-01
445303,Lillian,Angel,Customer Service,9999-01-01
445304,Francoise,Polupanov,Finance,9999-01-01
445306,Arvind,Taubman,Sales,9999-01-01
445314,Adel,Caine,Development,9999-01-01
445315,Otmar,Conde,Sales,9999-01-01
445316,Moni,Straney,Development,9999-01-01
445316,Moni,Straney,Customer Service,1996-06-20
445330,Lijie,Mitina,Research,9999-01-01
445334,Perla,Sessa,Development,9999-01-01
445355,Susanne,Dengi,Development,9999-01-01
445366,Raimond,Panienski,Marketing,9999-01-01
445370,Leaf,Shinomoto,Production,1999-01-09
445370,Leaf,Shinomoto,Customer Service,9999-01-01
445371,Phillip,Tempesti,Development,9999-01-01
445381,Heekeun,Solovay,Sales,9999-01-01
445389,Sariel,Begiun,Development,9999-01-01
445391,Tesuro,Hopewell,Sales,9999-01-01
445397,Stein,Servi,Production,9999-01-01
445397,Stein,Servi,Development,1993-10-02
445402,Hatem,Perz,Finance,9999-01-01
445410,Elvia,Brodie,Development,9999-01-01
445412,Odinaldo,Ratzlaff,Sales,9999-01-01
445414,Subhankar,Teitelbaum,Customer Service,9999-01-01
445416,Kasturi,Awdeh,Production,9999-01-01
445460,Barna,Lamma,Production,9999-01-01
445463,Gopalakrishnan,Perna,Marketing,9999-01-01
445479,Urs,Porotnikoff,Production,9999-01-01
445484,Yagil,Ventosa,Development,9999-01-01
445484,Yagil,Ventosa,Quality Management,2001-07-19
445493,Arvind,Ramsey,Development,9999-01-01
445497,Jouko,Hofmeyr,Customer Service,9999-01-01
445499,Shem,Shumilov,Production,9999-01-01
445501,Behnaam,Wolniewicz,Production,9999-01-01
445505,Vugranam,Khalid,Sales,9999-01-01
445509,Hein,Templeman,Sales,9999-01-01
445524,Djelloul,Radivojevic,Marketing,9999-01-01
445531,Jamaludin,Randt,Production,9999-01-01
445534,Poorav,Picht,Production,9999-01-01
445546,Mandell,Encarnacion,Production,9999-01-01
445550,Shaz,Baik,Development,9999-01-01
445552,Ziyad,Kleiser,Sales,9999-01-01
445556,Badri,Schaar,Customer Service,9999-01-01
445562,Alair,Pietracaprina,Sales,9999-01-01
445574,Erzsebet,Murtha,Production,9999-01-01
445580,Mori,Lung,Production,9999-01-01
445580,Mori,Lung,Customer Service,1999-01-17
445597,Thodoros,Murthy,Production,9999-01-01
445600,Patricia,Schlegelmilch,Development,9999-01-01
445611,Chrisa,Murtafg,Research,9999-01-01
445614,Xudong,Riexinger,Marketing,9999-01-01
445621,Shmuel,Impagliazzo,Development,9999-01-01
